""	"FDR"	"FDR_sd"	"FNR"	"FNR_sd"	"Accuracy"	"Accuracy_sd"	"MCC"	"MCC_sd"	"NRMSE"	"NRMSE_sd"
"without_ulk_dmem/dko_hbss.Exp"	0.0161507402422611	0.0307957429485474	0.563408321720088	0.0306979273742383	0.970623808450011	0.00208733391501787	0.645142464164943	0.0246074123927143	NA	NA
"without_ulk_hbss/dko_hbss.Exp"	0.0187832912811887	0.0218039928643058	0.568274330825213	0.0183354658707221	0.957028987505861	0.00187871171966864	0.635678190130009	0.0147674367970255	NA	NA
"without_ulk_hbss/ulk_dmem.Exp"	0.0746812386156648	0.0784537385490243	0.560743623000432	0.0458716552333124	0.986587821080172	0.00162240263910973	0.632539909711192	0.0400974181808145	NA	NA
"minmax_ulk_dmem/dko_hbss.Exp"	0.0649350649350649	0.0603955914202141	0.956997810073661	0.027466861272544	0.950575018962301	0.00298428875799797	0.194788289492192	0.0653338171984244	3.84348846568486	0.14981007999716
"minmax_ulk_hbss/dko_hbss.Exp"	0.00793650793650794	0.021295885499998	0.969162452201801	0.0133962265859096	0.927747285581635	0.0026177337051571	0.168350322912026	0.0372125614013121	4.50222304284017	0.173081105658109
"minmax_ulk_hbss/ulk_dmem.Exp"	0	0	0.989108236895848	0.00561517947355668	0.977662305717404	0.00139348400712354	0.10319111575044	0.0229848950553914	5.0913981750643	0.390039932498222
"gaussian_ulk_dmem/dko_hbss.Exp"	0.0460666194188519	0.0136633961633264	0.19609794943261	0.0411395462190484	0.987905126996167	0.00207215553003303	0.869710676992438	0.0228270763528336	1.00404731792421	0.0168432265953155
"gaussian_ulk_hbss/dko_hbss.Exp"	0.116323529411765	0.0139942959070138	0.258788701122487	0.0208835304448834	0.973439611661197	0.00158433042666011	0.795587107793979	0.0121973126827116	1.0942014147692	0.0305463031584593
"gaussian_ulk_hbss/ulk_dmem.Exp"	0.131851085832472	0.0440880366747064	0.27410289667099	0.0450603631482426	0.991353569934933	0.00121535025025231	0.789580992011546	0.0315431438697319	1.17233263061078	0.0263064427144752
"knn_ulk_dmem/dko_hbss.Exp"	0.133684621389539	0.0875379305709446	0.116265180171212	0.0689230241630054	0.986992886574691	0.0041601682412947	0.868126663546816	0.0347176092356589	0.714334304368721	0.0157351994289902
"knn_ulk_hbss/dko_hbss.Exp"	0.13307144610852	0.0426533294599524	0.128900949796472	0.0377171907123416	0.980426768164309	0.00302090496040626	0.858434918473299	0.0198385784536667	0.747318758162072	0.0304146682944788
"knn_ulk_hbss/ulk_dmem.Exp"	0.33212161269002	0.111026739472338	0.126242974492002	0.0598274077107583	0.987385354561989	0.00381313952426486	0.757863748295173	0.0455790290032138	0.86381217605711	0.019470857591929
"mle_ulk_dmem/dko_hbss.Exp"	0.0568569479190357	0.0164702782665858	0.174397770256819	0.0363810065132132	0.988458621184478	0.00175279040138608	0.876570350944608	0.0197643834615802	0.931727591574792	0.0155480139084639
"mle_ulk_hbss/dko_hbss.Exp"	0.131739855475264	0.018897496897467	0.229308005427408	0.0198811283013308	0.974193489073374	0.0019332206166755	0.804395223946661	0.0153632368796198	1.03105186538216	0.0278982165790029
"mle_ulk_hbss/ulk_dmem.Exp"	0.152448258455326	0.0491065056567853	0.27410289667099	0.0728993572819644	0.990896447085599	0.00139920245846138	0.779835523740622	0.0383960276882782	1.13598090989565	0.0249859422660301
"rf_ulk_dmem/dko_hbss.Exp"	0.079827822343964	0.028079063607011	0.0637069480390205	0.0185015184217401	0.992538078350177	0.00160894789824679	0.924266356497903	0.0146560076995148	0.668593561727962	0.0169477227221751
"rf_ulk_hbss/dko_hbss.Exp"	0.136610089580387	0.025177546602617	0.0964598495127667	0.0169660714757613	0.982155170036131	0.00188070575833711	0.873619529007621	0.0124506037187269	0.713259606794081	0.0175615764587733
"rf_ulk_hbss/ulk_dmem.Exp"	0.202591283863369	0.0736773509536419	0.121919584954604	0.0389927188913212	0.992238637579389	0.00217637420487738	0.832850467588049	0.0373912828576275	0.819220062736105	0.0133607960091665
