""	"FDR"	"FDR_sd"	"FNR"	"FNR_sd"	"Accuracy"	"Accuracy_sd"	"MCC"	"MCC_sd"	"NRMSE"	"NRMSE_sd"
"without_ulk_dmem/dko_hbss.Exp"	0.0147101240265359	0.018183543518672	0.616739593851677	0.0249427695395683	0.976236673819651	0.000957320333097129	0.606831449439036	0.018197386051953	NA	NA
"without_ulk_hbss/dko_hbss.Exp"	0.00807159150728198	0.00969076335654696	0.61399795151929	0.0195996170064981	0.961363684941755	0.00143285266708645	0.606199863417731	0.0170195232031209	NA	NA
"without_ulk_hbss/ulk_dmem.Exp"	0.0362659503022163	0.0490961665078911	0.62483660130719	0.0481681215001986	0.989573334357228	0.000703260062009254	0.597900251227116	0.0344364058621813	NA	NA
"minmax_ulk_dmem/dko_hbss.Exp"	NA	NA	NA	NA	NA	NA	NA	NA	22.9202854652534	4.50481790040566
"minmax_ulk_hbss/dko_hbss.Exp"	NA	NA	NA	NA	NA	NA	NA	NA	33.6769282877733	12.1918647644662
"minmax_ulk_hbss/ulk_dmem.Exp"	0	0	0.991143317230274	0.00401055791088565	0.983833369448877	0.000343197351571637	0.0933460195402262	0.0206640218694017	316.36406149959	255.652687781825
"gaussian_ulk_dmem/dko_hbss.Exp"	0.0474732006125574	0.0250234666363011	0.790642881184786	0.0348324837954706	0.969417781375686	0.0012961901750735	0.438934734555751	0.0366511524864702	1.25042368448711	0.092234989039526
"gaussian_ulk_hbss/dko_hbss.Exp"	0.120740239223652	0.02083026277645	0.733970638443155	0.0368081105209545	0.951762316981939	0.00205102126560199	0.468420463231178	0.0338416040953131	1.33300825788401	0.189122717688414
"gaussian_ulk_hbss/ulk_dmem.Exp"	0.14321608040201	0.055486244670323	0.732549019607843	0.0708094805713704	0.987316498790524	0.000974971165979503	0.474665907782883	0.0580101289494092	6.56607671701256	4.74665081520981
"knn_ulk_dmem/dko_hbss.Exp"	0.164412313432836	0.0466333114331682	0.196005834174801	0.0528236445454542	0.986477862157288	0.00184728019166169	0.812627934846118	0.0255645585072218	0.892213106309013	0.0253594475561015
"knn_ulk_hbss/dko_hbss.Exp"	0.156827367205543	0.0348004864468476	0.202253328781154	0.0304438668927696	0.97804851982473	0.00206867107438493	0.808504016540954	0.0168075129856288	0.919654904444504	0.025953160616439
"knn_ulk_hbss/ulk_dmem.Exp"	0.258668134287287	0.0729032651388255	0.295686274509804	0.0664919107777857	0.991164638074395	0.00104904492442375	0.718105866405147	0.0253774887515379	1.01799263332671	0.0229648595387214
"mle_ulk_dmem/dko_hbss.Exp"	0.0385674931129477	0.0228968383293345	0.804218557163694	0.0331238324365641	0.968998025433784	0.00141828539336348	0.426476938448423	0.0360524375474196	1.21995466353057	0.0884944923570361
"mle_ulk_hbss/dko_hbss.Exp"	0.11235692595188	0.0204355248999307	0.740525776715603	0.0360659177477646	0.951582772256065	0.00226965604632699	0.464998134038021	0.0345334420717209	1.31809740189129	0.197602389887404
"mle_ulk_hbss/ulk_dmem.Exp"	0.176795580110497	0.0506121265323552	0.727320261437909	0.0773251560161947	0.987175713206968	0.00103623583616757	0.469498771043306	0.0630898373288999	6.49893307787456	4.70902946318772
"rf_ulk_dmem/dko_hbss.Exp"	0.141061452513966	0.0195924798525559	0.171995960955907	0.0324329316934674	0.988242550402837	0.00114099204148035	0.837234055263133	0.0167188822920155	0.872915819417386	0.0274560573230971
"rf_ulk_hbss/dko_hbss.Exp"	0.203258630376428	0.0214150350683737	0.128508023216115	0.0108151164539567	0.978035695201454	0.00187714458424517	0.821659664850658	0.0123360851189418	0.920222396997769	0.0644087739484793
"rf_ulk_hbss/ulk_dmem.Exp"	0.211939355653822	0.0716509663749386	0.347712418300654	0.0528329857163585	0.991463274160726	0.000860451027049412	0.712750827158317	0.0223421044518447	1.48920935194263	0.663240210531939
